item_name,item_id,item_category_id,sales_volumn,Q1_2013,Q2_2013,Q3_2013,Q4_2013,Q1_2014,Q2_2014,Q3_2014,Q4_2014,Q1_2015,Q2_2015,Q3_2015,total_sales,initial_date,medianPrice
Фауст  Божественная комедия  Потерянный рай  6CD (mp3-CD) (DVD-Box),20328,43,185.0,0.0,7091.0,7907.9,5584.0,6980.0,6631.0,8027.0,8376.0,6533.0,2793.0,4788.0,64710.9,27.04.2013,349.0
"Феи. Кризис веры [PC, Jewel, рус. субтитры]",20329,30,59.0,10322.0,398.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10836.0,03.01.2013,199.0
"Фея ""Дисней""",20330,62,1.0,1959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1959.0,03.01.2013,1959.0
"Фигурка 300 Leonidas 7""",20331,72,2.0,1199.0,959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2158.0,10.02.2013,1199.0
"Фигурка 300 Queen Gorgo 7""",20332,72,2.0,0.0,0.0,0.0,0.0,0.0,248.0,248.0,0.0,0.0,0.0,0.0,496.0,15.06.2014,248.0
"Фигурка AC/DC Brian Johnson and Angus Young 2-Pack 7""",20333,72,1.0,0.0,0.0,0.0,1598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1598.0,02.12.2013,1598.0
"Фигурка Adventure Time BMO Metallic POP 3,75""",20334,72,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1949.0
Фигурка Adventure Time BMO с меняющимся выражением лица (14см),20335,72,324.0,0.0,0.0,24414.0,17161.0,899.0,2697.0,77171.5,82818.0,45660.0,38015.5,34469.01,323305.01,14.08.2013,999.0
"Фигурка Adventure Time Cake POP 3,75""",20336,72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1549.0
Фигурка Adventure Time Finn with Slime princes 2в1 (6см),20337,72,179.0,0.0,0.0,0.0,20493.0,16779.0,24729.05,24271.0,25621.0,20881.0,8792.0,6391.0,147957.05,05.10.2013,799.0
Фигурка Adventure Time Finn с меняющимся выражением лица (25см),20338,72,755.0,0.0,0.0,0.0,224684.29999999,187466.0,15389.0,185472.0,248357.0,138152.2,58428.2,66562.02,1124510.71999999,03.10.2013,1449.0
"Фигурка Adventure Time Fionna POP 3,75""",20339,72,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,945.0,945.0,28.09.2015,1549.0
Фигурка Adventure Time Fionna with Cake 2в1 (6см),20340,72,197.0,0.0,0.0,0.0,16779.0,11026.0,43944.7,45543.0,28066.0,9891.0,4396.0,3297.0,162942.7,04.10.2013,799.0
Фигурка Adventure Time High-Five Finn (6см),20341,72,15.0,0.0,0.0,4498.2,1836.0,0.0,459.0,0.0,0.0,0.0,0.0,0.0,6793.2,15.08.2013,459.0
Фигурка Adventure Time Ice King 6см,20342,72,15.0,0.0,0.0,3672.0,1836.0,459.0,735.0,0.0,0.0,0.0,0.0,0.0,6702.0,19.08.2013,459.0
"Фигурка Adventure Time Ice King POP 3,75""",20343,72,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1549.0
"Фигурка Adventure Time Jake POP 3,75""",20344,72,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1549.0
Фигурка Adventure Time Jake with Sword 14см,20345,72,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10392.0,12989.01,23381.01,24.05.2015,1299.0
Фигурка Adventure Time Jake with Treetrunks 2в1 (6см),20346,72,160.0,0.0,0.0,0.0,18095.5,15181.0,19756.95,12834.0,28418.0,18683.0,7693.0,7891.0,128552.45,04.10.2013,799.0
Фигурка Adventure Time Jake с меняющимся выражением лица (25см),20347,72,311.0,0.0,0.0,0.0,0.0,0.0,0.0,109833.7,154495.2,118379.95,56299.3,31480.03,470488.18000000005,08.07.2014,1519.0
"Фигурка Adventure Time Lemongrab POP 3,75""",20348,72,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1549.0
"Фигурка Adventure Time Lumpy Space Princess POP 3,75""",20349,72,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3098.0,3098.0,26.09.2015,1549.0
Фигурка Adventure Time Lumpy Space Princess с аксессуарами 14см,20350,72,366.0,0.0,0.0,0.0,18980.0,28071.0,32218.55,6743.0,115431.95,82263.45,53354.0,40265.04,377326.99,04.10.2013,1099.0
Фигурка Adventure Time Lumpy with Brad 2в1 (8см),20351,72,54.0,0.0,0.0,0.0,7709.0,8789.0,5593.0,12784.0,5094.0,2198.0,1099.0,1099.0,44365.0,06.10.2013,799.0
"Фигурка Adventure Time Marceline POP 3,75""",20352,72,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1549.0,1549.0,20.09.2015,1549.0
Фигурка Adventure Time Marceline с аксессуарами (14см),20353,72,154.0,0.0,0.0,0.0,22776.0,58648.0,56892.55,5694.0,1898.0,0.0,0.0,0.0,145908.55,03.10.2013,949.0
Фигурка Adventure Time Stretchy Finn (14см),20354,72,356.0,0.0,0.0,0.0,54093.0,6643.0,70226.0,52194.7,88662.55,44519.84,19984.0,21231.02,357554.11,04.10.2013,949.0
Фигурка Adventure Time Stretchy Jake (14см),20355,72,460.0,0.0,0.0,0.0,93761.0,56940.0,64436.0,54092.5,88212.45,56823.69,19984.0,18735.0,452984.64,03.10.2013,949.0
Фигурка Adventure Time Weapon Jake (6см),20356,72,15.0,0.0,0.0,4039.2,2295.0,0.0,459.0,0.0,0.0,0.0,0.0,0.0,6793.2,15.08.2013,459.0
Фигурка Adventure Walkman Finn (6см),20357,72,15.0,0.0,0.0,3489.0,1377.0,459.0,918.0,459.0,0.0,0.0,0.0,0.0,6702.0,19.08.2013,459.0
"Фигурка Alien Vs Predator Solid Hybrid 7""",20358,72,38.0,44182.7,39363.0,2599.0,10396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96540.7,08.03.2013,2599.0
"Фигурка Aliens Classic Warrior 7""",20359,72,40.0,38781.7,6882.2,2211.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47875.49999999999,27.02.2013,1229.0
"Фигурка Aliens Corporal Dwayne Hicks Vs Xenomorph Warrior 2-Pack 7""",20360,72,28.0,0.0,0.0,0.0,0.0,0.0,0.0,10796.0,29689.0,11397.0,16726.0,3799.0,72407.0,02.09.2014,2699.0
"Фигурка Aliens Genocide 2-Pack 9""",20361,72,215.0,0.0,0.0,0.0,0.0,0.0,108053.0,72286.0,178134.0,116368.0,55084.7,49509.01,579434.71,03.04.2014,2699.0
"Фигурка Aliens Private William Hudson Vs Xenomorph Warrior 2-Pack 7""",20362,72,32.0,0.0,0.0,0.0,0.0,0.0,0.0,13495.0,51280.5,27092.0,0.0,0.0,91867.5,08.08.2014,2699.0
"Фигурка Aliens Series 1 Corporal Dwayne Hicks 7""",20363,72,116.0,0.0,0.0,13189.0,44363.0,17985.0,22299.0,17985.0,11990.0,6196.0,1899.0,4647.0,140553.0,19.08.2013,1199.0
"Фигурка Aliens Series 1 Private William Hudson 7""",20364,72,76.0,0.0,0.0,4796.0,30692.0,10309.0,17738.0,7194.0,10791.0,4997.0,1299.0,2598.0,90414.0,02.09.2013,1199.0
"Фигурка Aliens Series 1 Xenomorph Warrior Blue 7""",20365,72,247.0,0.0,0.0,88720.6,124933.1,1199.0,51437.0,23980.0,3597.0,0.0,0.0,0.0,293866.7,18.08.2013,1199.0
"Фигурка Aliens Series 2 Xenomorph 7""",20366,72,56.0,0.0,0.0,0.0,0.0,0.0,61506.2,1199.0,1399.0,0.0,1899.0,1899.0,67902.2,06.04.2014,1199.0
"Фигурка Aliens Series 2 Xenomorph Warrior Blue 7""",20367,72,370.0,0.0,0.0,0.0,0.0,0.0,62287.7,102718.5,145426.0,114537.5,70263.0,51269.04,546501.74,03.04.2014,1399.0
"Фигурка Aliens Xenomorph Egg & Launching Face Hugger 4.5""",20368,72,40.0,0.0,0.0,0.0,0.0,0.0,0.0,18392.0,52647.0,27341.0,0.0,0.0,98380.0,18.08.2014,2299.0
"Фигурка Ame-Comi Heroine Series Catwoman Ver.2 Blue Suit Variant Statue 8.25""",20369,72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6001.37,0.0,0.0,0.0,6001.37,03.10.2014,3002.37
"Фигурка Ame-Comi Heroine Series Robin Statue 7.5""",20370,72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3002.37,0.0,0.0,0.0,3002.37,03.10.2014,3002.37
"Фигурка Ame-Comi Heroine Series Supergirl Version Statue 2 8.75""",20371,72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5998.0,0.0,0.0,0.0,5998.0,02.10.2014,2999.0
"Фигурка Assassin's Creed Altair 7""",20372,72,273.0,88709.0,74968.5,49160.0,36870.0,66366.0,12290.0,6145.0,0.0,0.0,0.0,0.0,334508.5,03.01.2013,1229.0
Фигурка Assassin's Creed Brotherhood Ezio Auditore Da Firenze 22см,20373,72,161.0,0.0,0.0,0.0,13992.5,113943.0,45577.2,9995.0,131188.09,32988.0,16494.0,5498.0,369675.79,28.12.2013,1999.0
"Фигурка Assassin's Creed Brotherhood Ezio Ebony Assassin Unhooded 7""",20374,72,321.0,0.0,0.0,38367.9,61089.0,40766.0,49159.0,87729.0,110524.14,12293.0,5196.0,1299.0,406423.04,15.07.2013,1199.0
"Фигурка Assassin's Creed Brotherhood Ezio Legendary Assassin Unhooded 7""",20375,72,332.0,0.0,0.0,39567.0,62348.0,41964.5,47960.0,71143.0,135703.0,15091.0,11592.0,1299.0,426667.5,17.07.2013,1199.0
"Фигурка Assassin's Creed Brotherhood Ezio Onyx Assassin Hooded 7""",20376,72,224.0,0.0,8392.85,63547.0,95920.0,68343.0,27577.0,4796.0,0.0,0.0,0.0,0.0,268575.85,11.06.2013,1199.0
"Фигурка Assassin's Creed Brotherhood Ezio Onyx Assassin UnHooded 7""",20377,72,327.0,57787.0,19181.2,14388.0,21581.74999998,5995.0,4796.0,43365.0,139217.5,58167.0,35701.2,45573.03,445752.67999998,02.01.2013,1399.0
Фигурка Assassin's Creed Ezio POP Games 10см,20378,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Фигурка Assassin's Creed II Ezio Auditore Collection Black 22см,20379,72,90.0,0.0,0.0,0.0,21988.5,116887.4,39879.5,0.0,0.0,0.0,0.0,0.0,178755.4,28.12.2013,1999.0
Фигурка Assassin's Creed II Ezio Auditore Collection White 22см,20380,72,80.0,0.0,0.0,0.0,13993.0,115941.7,25986.4,1999.0,2199.0,0.0,0.0,0.0,160119.1,28.12.2013,1999.0
"Фигурка Assassin's Creed II Ezio Auditore Eagle Vision SDCC-2012 7""",20381,72,67.0,44014.0,20549.2,20628.0,10314.0,6876.0,5157.0,5157.0,0.0,0.0,0.0,0.0,112695.2,05.01.2013,1719.0
"Фигурка Assassin's Creed II Ezio Master Assassin 7""",20382,72,249.0,81310.5,68822.7,31953.8,20446.0,42768.0,29049.0,28205.0,1229.0,0.0,0.0,0.0,303784.0,03.01.2013,1229.0
"Фигурка Assassin's Creed II Ezio White 7""",20383,72,270.0,84284.7,79822.45,46701.9,40557.0,67086.0,9832.0,2458.0,0.0,0.0,0.0,0.0,330742.05,03.01.2013,1229.0
Фигурка Assassin's Creed III Connor The Hunter 25см,20384,72,769.0,480106.4,204436.95,235494.0,362287.29999994,120161.0,33983.0,7196.0,10945.0,0.0,0.0,0.0,1454609.64999994,01.01.2013,1999.0
Фигурка Assassin's Creed IV Black Flag Blackbeard The Legendary Pirate 22см,20385,72,443.0,0.0,0.0,0.0,418374.05,177361.0,83958.0,81958.5,27489.4,35737.0,26114.9,16494.0,867486.8500000002,12.11.2013,1999.0
Фигурка Assassin's Creed IV Black Flag Edward Kenway Master Of The Seas 45см,20386,72,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67092.84999999,102864.6,134927.41,304884.85999999,10.03.2015,2599.0
Фигурка Assassin's Creed IV Black Flag Edward Kenway The Assassin Pirate 22см,20387,72,976.0,0.0,0.0,0.0,975639.55000001,356072.89999999,221340.0,139730.0,163705.36,62979.0,17994.0,2999.0,1940459.81,29.10.2013,1999.0
"Фигурка Assassin's Creed Revelations Ezio Auditore 2-Pack 7""",20388,72,485.0,112839.79,151382.4,143829.5,244302.85,127729.0,59367.0,17990.0,3598.0,0.0,0.0,0.0,861038.54,01.01.2013,1799.0
Фигурка Assassin's Creed Revelations Ezio Auditore Da Firenze 22см,20389,72,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49482.0,2749.0,0.0,0.0,52231.0,02.10.2014,2749.0
"Фигурка Assassin's Creed Revelations Ezio Auditore The Mentor 7""",20390,72,634.0,169293.7,112938.9,124456.0,176073.55,103571.0,57701.0,12290.0,1229.0,0.0,0.0,0.0,757553.1499999998,02.01.2013,1199.0
Фигурка Assassin's Creed Revelations Ezio Black 22см,20391,72,229.0,193327.0,53973.0,33983.0,27886.05,91952.4,17991.0,9995.0,0.0,0.0,0.0,0.0,429107.45,01.01.2013,1999.0
"Фигурка Assassin's Creed Series 1 Connor 6""",20392,72,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13194.0,96315.5,35183.5,144693.0,24.03.2015,2199.0
"Фигурка Assassin's Creed Series 2 Assassin Adewale 6""",20393,72,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25987.0,61766.0,22491.0,21989.0,132233.0,27.12.2014,1999.0
"Фигурка Assassin's Creed Series 2 Aveline De Granpre 6""",20394,72,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7996.0,33983.0,18190.6,11993.01,72162.61,26.12.2014,1999.0
"Фигурка Assassin's Creed Series 2 Connor With Mohawk 6""",20395,72,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33983.0,84453.8,40232.7,49974.01,208643.51,26.12.2014,1999.0
"Фигурка Assassin's Creed Series 3 Ah Tabai 6""",20396,72,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7996.0,27986.0,13393.3,7996.0,57371.3,26.12.2014,1999.0
"Фигурка Assassin's Creed Series 3 Altair Ibn-La`Ahad 6""",20397,72,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19990.0,99291.5,22491.0,3998.0,145770.5,26.12.2014,1999.0
"Фигурка Assassin's Creed Series 3 Arno Dorian 6""",20398,72,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45977.0,165424.0,55977.60000000001,15992.0,283370.60000000003,25.12.2014,1999.0
"Фигурка Assassin's Creed Series 3 Ezio Auditore Da Firenze 6""",20399,72,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27986.0,76760.0,22491.0,15992.0,143229.0,26.12.2014,1999.0
Фигурка Assassin's Creed Syndicate Evie 22см,20400,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Фигурка Assassin's Creed Syndicate Jacob 33см,20401,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Фигурка Assassin's Creed The Legendary Assassin 29см,20402,72,362.0,0.0,0.0,0.0,0.0,0.0,0.0,622487.0,452784.2,60687.0,8698.0,4349.0,1149005.2,23.09.2014,2899.0
Фигурка Assassin's Creed Unity Arno POP Games 10см,20403,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
Фигурка Assassin's Creed Unity Arno The Fearless Assassin 24см,20404,72,888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118572.30000003,410660.95,198032.19,229097.03,1956362.47000003,07.11.2014,2399.0
Фигурка Assassin's Creed Unity Elise The Fiery Templar 24см,20405,72,626.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,733936.7,234903.0,191081.53999999992,137217.02000000002,1297138.2599999998,12.11.2014,2399.0
Фигурка Avatar W3 Avatar Jake Sully BL (с копьем),20406,72,1.0,899.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,899.0,21.02.2013,899.0
"Фигурка Avengers 2 Hulk POP 3,75""",20407,72,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1949.0,1949.0,28.09.2015,1949.0
"Фигурка Avengers Captain America Headknocker 7""",20408,72,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3199.8,1899.0,18610.0,3198.0,26906.8,03.10.2014,1899.0
"Фигурка Avengers Hulk Headknocker 7""",20409,72,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4884.93,19992.0,15243.0,40119.93,15.03.2015,2499.0
"Фигурка Avengers Iron Man Mark XXI Midas Version Gold Armor 1/4 Scale 18""",20410,72,10.0,0.0,0.0,0.0,0.0,0.0,0.0,17997.0,21297.0,5999.0,0.0,11998.0,57291.0,06.08.2014,5999.0
"Фигурка Avengers Ironman Headknocker 7""",20411,72,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7596.0,37980.0,13992.0,59568.0,17.03.2015,1899.0
"Фигурка Avengers Ironman Mark VII 1/4 Scale 18""",20412,72,6.0,0.0,0.0,21195.9,10598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31793.9,16.08.2013,5299.0
"Фигурка Avengers Thor Headknocker 7""",20413,72,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3712.07,13293.0,8895.0,25900.07,15.03.2015,1899.0
"Фигурка Avengers Thor The Dark World Thor 1/4 Scale 18""",20414,72,8.0,0.0,0.0,0.0,0.0,0.0,14997.0,4999.0,14997.0,0.0,0.0,0.0,34993.0,15.04.2014,4999.0
"Фигурка Batman 1989 Michael Keaton as Batman 1/4 Scale 18""",20415,72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11998.0,0.0,0.0,0.0,11998.0,05.10.2014,5999.0
"Фигурка Batman 1989 Video Game Appearance 7""",20416,72,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25990.0,25990.0,02.08.2015,2599.0
"Фигурка Batman Arkham City Series 2 Batman Detective Mode серый 6""",20417,72,199.0,97215.9,49362.0,14289.0,6495.0,1299.0,0.0,0.0,91439.0,10493.0,0.0,0.0,270592.9,05.01.2013,1299.0
"Фигурка Batman Arkham City Series 2 Batman Detective Mode синий 6""",20418,72,98.0,45321.2,45399.55,19485.0,11691.0,1299.0,2598.0,0.0,0.0,0.0,0.0,0.0,125793.75,13.01.2013,1299.0
"Фигурка Batman Arkham Origins Batman 1/4 Scale 18""",20419,72,25.0,0.0,0.0,0.0,0.0,0.0,0.0,76990.0,73334.0,15398.0,6999.0,13298.0,186019.0,17.08.2014,7699.0
"Фигурка Batman Black & White Statue Batman by Sam Keith 6""",20420,72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4999.0,0.0,0.0,0.0,4999.0,15.10.2014,5399.0
"Фигурка Batman The Dark Knight Gotham City Thug with Additional Mask 6""",20421,72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.68,0.0,0.0,0.0,1500.68,03.10.2014,1500.68
"Фигурка Batman The Dark Knight Rises Batman Headknocker 7""",20422,72,53.0,0.0,0.0,13908.2,29915.0,8393.0,2398.0,1199.0,5995.0,0.0,0.0,0.0,61808.2,29.08.2013,1199.0
"Фигурка Batman Vampire Mini Statue 7.25""",20423,72,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15996.0,0.0,0.0,0.0,15996.0,04.10.2014,3999.0
Фигурка Beavis and Butt-Head Beavis Talking Bobblehead,20424,72,35.0,17539.0,7542.45,1998.0,3996.0,1555.0,0.0,0.0,999.0,0.0,0.0,0.0,33629.45,01.01.2013,999.0
Фигурка Beavis and Butt-Head Butt-Head Talking Wacky Wobbler,20425,72,55.0,22533.5,14734.85,6693.3,4995.0,3553.0,799.0,0.0,0.0,0.0,0.0,0.0,53308.65,16.01.2013,999.0
"Фигурка Beetlejuice Extreme Head Knocker 7""",20426,72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1899.0,0.0,0.0,1899.0,10.03.2015,1899.0
"Фигурка Betty Boop 7""",20427,72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498.0,0.0,498.0,23.06.2015,498.0
"Фигурка Big Bang Theory Sheldon Cooper 5""",20428,72,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19188.0,19188.0,26.07.2015,1599.0
"Фигурка Bioshock 2 Ladysmith Splicer and Crawler Splicer 2-Pack 7""",20429,72,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1999.0,1999.0,0.0,0.0,3998.0,05.10.2014,1999.0
"Фигурка Bioshock 2 Series 2 Ladysmith Splicer 7""",20430,72,1.0,0.0,0.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,23.09.2013,298.0
"Фигурка Bioshock 2 Series 2 Young Eleanor Lamb & lil Sister 2-Pack 7""",20431,72,1.0,0.0,549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.0,03.05.2013,549.0
"Фигурка Bioshock 2 Subject Omega & Little Sister with Bunny Splicer Mask Deluxe Box Set 8""",20432,72,32.0,0.0,0.0,0.0,0.0,0.0,65751.0,6897.0,0.0,0.0,0.0,0.0,72648.0,11.04.2014,2299.0
"Фигурка Bioshock Infinite Benjamin Franklin Automated Patriot 9""",20433,72,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14396.0,19295.0,0.0,2499.0,36190.0,14.12.2014,3249.0
"Фигурка Bioshock Infinite Booker Dewitt 7""",20434,72,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58364.0,74465.59,59201.6,35875.020000000004,227906.21,16.12.2014,1898.01
"Фигурка Bioshock Infinite George Washington Patriot 9""",20435,72,17.0,0.0,0.0,0.0,0.0,0.0,0.0,3598.0,21588.0,3249.0,0.0,0.0,28435.0,05.09.2014,1799.0
"Фигурка Bioshock Infinite Series 1 Boys of Silence 7""",20436,72,1.0,0.0,0.0,1299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1299.0,04.09.2013,1299.0
"Фигурка Borderlands Gentleman Caller ClapTrap 7""",20437,72,22.0,0.0,0.0,0.0,0.0,0.0,0.0,2798.0,27980.0,0.0,0.0,0.0,30778.0,01.08.2014,1399.0
"Фигурка Borderlands Jakobs Representative Claptrap 7""",20438,72,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1399.0,27981.56999997,0.0,0.0,0.0,29380.56999997,01.08.2014,1399.0
Фигурка Breaking Bad Heisenberg Reaction 10см,20439,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
"Фигурка Carrie Series 1 Carrie White (Bloody Version) 7""",20440,72,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6995.0,0.0,0.0,1899.0,8894.0,03.10.2014,1399.0
"Фигурка Castlevania Dracula 7""",20441,72,1.0,0.0,0.0,0.0,698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.0,17.10.2013,698.0
"Фигурка Castlevania Simon 7""",20442,72,1.0,0.0,0.0,0.0,0.0,0.0,398.0,0.0,0.0,0.0,0.0,0.0,398.0,26.05.2014,398.0
"Фигурка Christmas Story Leg Lamp Head Knocker 7""",20443,72,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1799.0,1799.0,0.0,0.0,3598.0,29.12.2014,1799.0
"Фигурка Clash Of Titans 7""",20444,72,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1098.0,0.0,0.0,0.0,1098.0,28.10.2014,549.0
"Фигурка Coraline Doll 10""",20445,72,46.0,0.0,0.0,19990.0,61568.75,9695.0,0.0,0.0,0.0,0.0,0.0,0.0,91253.75,28.08.2013,1999.0
"Фигурка Cover Girls Of The DC Universe Black Canary Statue 9.5""",20446,72,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11997.0,0.0,0.0,0.0,11997.0,02.10.2014,3999.0
"Фигурка Cover Girls Of The DC Universe Hawkgirl Statue 9.3""",20447,72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3999.0,0.0,0.0,0.0,3999.0,03.10.2014,3999.0
Фигурка Cut the Rope Ом-Ном 10 см,20448,72,756.0,0.0,0.0,0.0,34952.0,45326.0,36628.2,47082.0,54183.9,28728.0,16359.0,18842.0,282101.1,07.11.2013,399.0
"Фигурка DC Chronicles Wonder Woman Statue 7""",20449,72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3999.0,0.0,0.0,0.0,3999.0,04.10.2014,3999.0
"Фигурка DC Classic 8"" Batman Head Knocker",20450,72,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1399.0,5597.57,0.0,0.0,1899.0,8895.57,02.09.2014,1699.0
"Фигурка DC Classic 8"" Wonder Women Head Knocker",20451,72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1699.0
"Фигурка DC Dynamics The Joker Statue 13.5""",20452,72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.0,0.0,0.0,0.0,9999.0,11.12.2014,9999.0
"Фигурка DC Universe Online Solomon Grundy Statue 7.25""",20453,72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5399.0
"Фигурка Dawn Of The Planet Of The Apes Series 1 Caesar 7""",20454,72,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31479.0,19689.0,10253.4,6795.0,68216.4,01.12.2014,1499.0
"Фигурка Dawn Of The Planet Of The Apes Series 1 Koba 7""",20455,72,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7495.0,9495.0,8925.3,1899.0,27814.3,04.12.2014,1899.0
"Фигурка Dawn Of The Planet Of The Apes Series 1 Maurice 7""",20456,72,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8994.0,3418.0,5127.3,999.0,18538.3,19.12.2014,1499.0
"Фигурка Dawn of the Dead Hare Kirshna Zombie 7""",20457,72,1.0,0.0,0.0,698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.0,19.08.2013,698.0
"Фигурка Dc Universe Online Harley Quinn Statue 7.1""",20458,72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5999.0,5999.0,10.07.2015,5999.0
"Фигурка Dead Space series 2 Necro 7""",20459,72,1.0,0.0,959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959.0,22.06.2013,959.0
"Фигурка Despicable Me Hula Minion POP 3.75""",20460,72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1399.0,1399.0,09.09.2015,1399.0
"Фигурка Diablo Diablo POP Games 3.75""",20461,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
"Фигурка Diablo III Diablo Lord of Terror 7""",20462,72,728.0,0.0,0.0,0.0,0.0,0.0,0.0,532378.50000004,444231.40000006,96451.26,39984.0,44481.01,1157526.1700001,30.07.2014,1549.0
